average_rating,num_pages,ratings_count,text_reviews_count,publication_month,book_age,Re_title,Re_main_author,Re_publisher
4.04,250,352,12,10,18,only the ring finger knows  the ring finger falls silent  only the ring finger knows  3 ,satoru kannagi,digital manga publishing
3.94,242,529,17,7,18,only the ring finger knows  the left hand dreams of him  only the ring finger knows   2 ,satoru kannagi,digital manga publishing
4.23,416,82,9,8,20,1000 rings  inspiring adornments for the hand,marthe le van,lark books
3.8,116,23157,1287,9,14,the postman always rings twice,james m  cain,orion
3.44,32,17,2,2,18,the ring bearer,laura godwin,disney hyperion
3.78,318,169,6,6,19,legend of the five rings rpg,rich wulf,alderac entertainment group
4.28,240,4913,40,8,21,the lord of the rings and philosophy  one book to rule them all,gregory bassham,open court
3.7,371,1070,70,4,19,the ruby ring,diane haeger,broadway books
3.99,210,925,37,3,18,only the ring finger knows  the lonely ring finger  only the ring finger knows   1 ,satoru kannagi,digital manga publishing
4.26,304,419,50,7,29,the rings of saturn,w g  sebald,vintage
4.1,208,3299,57,8,20,only the ring finger knows,satoru kannagi,digital manga publishing
3.63,304,389,32,11,21,the ring  volume 1,misao inagaki,dark horse manga
0.0,128,0,0,4,24,the road to war  1933 39,andrew      hunt,hodder   stoughton educational division
3.87,192,388,15,4,17,the drifting classroom  vol  5  drifting classroom ,kazuo umezu,viz media llc
3.79,190,1535,107,8,18,the drifting classroom  vol  1,kazuo umezu,viz media llc
3.87,192,366,13,6,17,the drifting classroom  vol  6  the drifting classroom ,kazuo umezu,viz media llc
3.92,192,343,11,8,17,the drifting classroom  vol  7  the drifting classroom ,kazuo umezu,viz media llc
3.98,188,724,34,10,18,the drifting classroom  vol  2  drifting classroom ,kazuo umezu,viz media llc
3.91,192,412,20,2,17,the drifting classroom  vol  4  drifting classroom ,kazuo umezu,viz media llc
4.09,532,202,13,11,23,the franco prussian war,michael eliot howard,routledge taylor   francis ltd 
4.16,509,790,113,4,18,my uncle napoleon,iraj pezeshkzad,modern library
3.84,153,176,32,7,21,hadji murad,leo tolstoy,modern library
4.51,886,246,21,3,17,shahnameh  the persian book of kings,abolqasem ferdowsi,penguin
4.0,128,2,0,7,19,killer 7 official strategy guide,brady games,bradygames
3.7,176,10,0,10,19,castlevania  curse of darkness official strategy guide,brady games,bradygames
4.09,192,245,5,9,19,world of warcraft atlas,brady games,bradygames
4.0,175,4,0,11,21,manhunt official strategy guide,tim bogenn,bradygames
4.0,320,4406,160,12,22,the road to jerusalem  the knight templar   1 ,jan guillou,orion
3.9,256,418,44,12,20,buddhism  a concise introduction,huston smith,harperone
4.01,173,194,11,9,21,cleansing the doors of perception  the religious significance of entheogenic plants and chemicals,huston smith,sentient publications
0.0,288,0,0,5,36,i'll be home before midnight and i won't get pregnant,anthony e  wolf,knopf doubleday publishing group
3.85,192,8494,289,7,21,beneath the wheel,hermann hesse,picador
4.15,184,585,14,7,18,love mode  vol  3,yuki shimizu,blu
3.93,192,1417,41,11,19,love mode  vol  1,yuki shimizu,blu
4.32,192,582,10,5,17,love mode  vol  5,yuki shimizu,blu
4.23,204,768,18,3,18,love mode  vol  2,yuki shimizu,blu
4.23,192,441,7,8,17,love mode  vol  6,yuki shimizu,blu
3.64,172,223,22,4,22,balzac and the little chinese seamstress,dai sijie,random house  vintage 
4.16,656,6422,161,5,18,lost illusions  la com die humaine ,honor  de balzac,dodo press
3.99,339,1483,68,5,48,the black sheep,honor  de balzac,penguin classics
4.06,554,1546,64,9,39,a harlot high and low,honor  de balzac,penguin classics
3.87,48,11,3,12,19,the unknown masterpiece,honor  de balzac,kessinger publishing
3.35,72,801,56,6,20,the girl with the golden eyes,honor  de balzac,kessinger publishing
3.98,336,942,48,5,46,cousin pons,honor  de balzac,penguin classics
3.94,160,12098,295,8,23,the medium is the massage,marshall mcluhan,gingko press
4.05,416,8,0,6,27,essential mcluhan,marshall mcluhan,routledge
4.12,616,120,11,11,21,understanding media  the extensions of man,marshall mcluhan,gingko press
3.75,416,84,5,10,18,the best american sports writing 2006,michael     lewis,mariner books
4.19,408,496,41,1,20,kinfolk,pearl s  buck,moyer bell and its subsidiaries
4.17,500,101,11,1,26,pearl s  buck  a cultural biography,peter conn,cambridge university press
4.04,304,1783,93,1,20,the mother,pearl s  buck,moyer bell and its subsidiaries
4.06,380,28940,1632,5,17,bright lights  big ass,jen lancaster,nal
4.14,321,46146,1158,8,18,morrigan's cross  circle trilogy   1 ,nora roberts,jove
3.92,395,6650,150,11,18,rebellion  the macgregors   0 1 ,nora roberts,silhouette
3.8,411,989,32,9,18,dream makers  untamed   less of a stranger,nora roberts,silhouette books
3.8,96,6798,162,9,19,spellbound  once upon   1 ,nora roberts,jove
4.0,391,37314,1040,7,18,angels fall,nora roberts,putnam
4.4,852,667,5,6,23,true betrayals   montana sky   sanctuary,nora roberts,putnam adult
3.73,301,5641,315,10,18,first impressions,nora roberts,silhouette books
4.03,481,11035,418,3,12,public secrets,nora roberts,bantam books
4.09,441,11070,150,1,18,the macgregors  serena   caine  the macgregors   1  2 ,nora roberts,mira
4.11,458,9423,90,6,18,the macgregors  alan   grant  the macgregors   3 4 ,nora roberts,mira
3.61,288,2665,304,8,22,kissing in manhattan,david schickler,dial press trade paperback
3.83,280,604,34,6,30,making democracy work  civic traditions in modern italy,robert d  putnam,princeton university press
3.75,246,4,1,1,48,the comparative study of political elites,robert d  putnam,prentice hall
4.1,416,50,6,4,21,a random walk down wall street,burton g  malkiel,w  w  norton  company
4.1,377,9,1,1,39,a random walk down wall street,burton g  malkiel,w  w  norton   company
4.04,288,18289,614,8,18,identity crisis,brad meltzer,dc comics
4.24,208,6368,307,4,11,superman  secret identity,kurt busiek,dc comics
4.16,336,276,19,8,23,the dissociative identity disorder sourcebook,deborah bray haddock,mcgraw hill education
4.02,224,276,52,10,19,double identity,margaret peterson haddix,simon  schuster books for young readers
3.68,176,266,31,4,26,identity,milan kundera,harper
3.66,156,9760,402,4,27,slowness,milan kundera,harper perennial
3.87,287,14928,470,8,24,laughable loves,milan kundera,faber   faber
4.0,319,13891,628,1,18,learned optimism  how to change your mind and your life,martin e p  seligman,vintage
4.08,149,279,24,12,19,homer price,robert mccloskey,puffin books
3.91,672,1315,69,10,18,the classical world  an epic history from homer to hadrian,robin lane fox,basic books
3.9,256,109,15,7,20,the children's homer  the adventures of odysseus and the tale of troy,padraic colum,aladdin
4.14,400,1193,103,9,23,the coalwood way  a memoir   coalwood   2 ,homer hickam,island books
4.36,165,3023,303,6,18,man's search for meaning,viktor e  frankl,beacon press
4.36,160,1959,198,5,20,man's search for meaning,viktor e  frankl,rider
3.72,256,20,1,12,35,good grief  the story of charles m  schulz,rheta grimsley johnson,pharos books
4.38,368,592,39,10,21,peanuts  the art of charles m  schulz,chip kidd,pantheon
4.23,516,9,0,10,22,autobiography of a yogi,paramahansa yogananda,motilal banarsidass
4.22,636,4809,315,8,19,to the last man  a novel of the first world war,jeff shaara,ballantine books
3.8,336,313,19,3,24,african nights,kuki gallmann,william morrow paperbacks
3.89,572,5738,630,7,21,angels   demons  robert langdon   1 ,dan brown,atria books
4.36,255,20,2,3,32,letters of st  augustine,augustine of hippo,fleming h  revell company
3.91,254,95,10,4,26,love and saint augustine,hannah arendt,university of chicago press
2.62,144,2,1,4,18,healthy cooking for ibs  100 delicious recipes to keep you symptom free,sophie braimbridge,harry n  abrams
3.67,311,1725,120,7,18,me vs  me,sarah mlynowski,red dress ink
4.05,324,4370,221,6,17,spells   sleeping bags  magic in manhattan   3 ,sarah mlynowski,delacorte books for young readers
3.73,310,8709,534,6,18,bras   broomsticks  magic in manhattan   1 ,sarah mlynowski,delacorte press
3.67,400,1,0,4,19,monkey business,sarah mlynowski,mira books
3.97,288,4863,221,6,18,frogs   french kisses  magic in manhattan   2 ,sarah mlynowski,delacorte press
4.1,32,462,35,4,45,big anthony and the magic ring,tomie depaola,hmh books for young readers
4.08,30,89,5,1,32,patrick  patron saint of ireland,tomie depaola,holiday house
3.97,293,174,8,7,21,the rattle rat,janwillem van de wetering,soho press
3.57,149,39,5,7,26,robert van gulik  his life his work,janwillem van de wetering,soho press
4.0,200,1292,20,3,20,revolutionary girl utena  vol  2  to plant,chiho saito,viz media llc
4.05,200,1153,16,2,20,revolutionary girl utena  vol  3  to sprout,chiho saito,viz media llc
4.06,192,1060,18,10,21,revolutionary girl utena  vol  4  to bud,chiho saito,viz media llc
4.02,168,1017,33,3,20,revolutionary girl utena  vol  5  to blossom,chiho saito,viz media llc
4.06,688,2481,35,6,33,the enneads,plotinus,penguin classics
4.52,464,27,3,1,40,ennead iv  plotinus iv ,plotinus,loeb classical library 443
3.92,138,42,4,10,50,anaximander  heraclitus  parmenides  plotinus  lao tzu  nagarjuna  from great philosophers 2 ,karl jaspers,harvest books harcourt
4.01,509,13,1,4,23,the cultural cold war  the cia and the world of arts and letters,frances stonor saunders,the new press
3.72,358,607,22,1,22,trust fund,stephen w  frey,fawcett books
3.98,415,2173,89,12,19,the chairman  christian gillette   1 ,stephen w  frey,fawcett books
3.61,128,27,4,3,18,the mystery of the ancient pyramid  cairo  egypt  around the world in 80 mysteries ,carole marsh,gallopade international
3.73,145,34,6,4,23,the mystery in the rocky mountains,carole marsh,carole marsh mysteries
3.5,142,26,1,4,23,the mystery on the mighty mississippi,carole marsh,carole marsh mysteries
3.67,96,3,1,11,21,medal of honor  rising sun  prima's official strategy guide ,mark cohen,prima games
4.29,432,57,4,9,17,the elder scrolls iv  oblivion    revised   expanded  xbox360  pc   prima official game guide ,peter olafson,prima games
3.98,403,10327,318,9,18,social intelligence  the new science of human relationships,daniel goleman,bantam books
4.01,384,63501,1663,9,18,emotional intelligence  why it can matter more than iq,daniel goleman,bantam
4.04,288,302,8,1,21,healing emotions  conversations with the dalai lama on mindfulness  emotions  and health,daniel goleman,shambhala
4.32,215,14,2,3,31,the macmillan bible atlas,yohanan aharoni,webster's new world
4.08,570,9679,640,9,21,paris 1919  six months that changed the world,margaret macmillan,random house trade
4.0,576,19,2,1,99,scripta minora  hiero agesilaus constitution of the lacedaemonians ways   means cavalry commander art of horsemanship on hunting constitution of the athenians,xenophon,harvard university press
3.87,218,1,0,4,17,primary english  knowledge and understanding,jane medwell,learning matters
3.37,552,15,4,2,59,the philosophy of hegel,georg wilhelm friedrich hegel,mcgraw hill
4.08,384,5011,88,3,49,existentialism from dostoevsky to sartre,walter kaufmann,plume
3.8,176,631,60,4,29,anti semite and jew  an exploration of the etiology of hate,jean paul sartre,schocken
4.0,518,961,29,11,18,css  the definitive guide,eric a  meyer,o'reilly media
4.59,192,8634,118,8,17,fullmetal alchemist  vol  14  fullmetal alchemist   14 ,hiromu arakawa,viz media llc
4.57,240,2779,19,1,18,fullmetal alchemist  the abducted alchemist  fullmetal alchemist   2 ,makoto inoue,viz media llc
4.6,192,7480,119,3,17,fullmetal alchemist  vol  12  fullmetal alchemist   12 ,hiromu arakawa,viz media llc
3.96,576,222,16,7,20,programming in c,stephen g  kochan,sams
3.83,943,36,4,3,17,absolute c  ,walter j  savitch,addison wesley
3.76,472,57,2,8,19,the odyssey,homer,johns hopkins university press
4.1,768,66,7,12,33,bulfinch's mythology,thomas bulfinch,collins reference
3.79,178,23,1,4,17,teaching reading comprehension to students with learning difficulties,janette k  klingner,the guilford press
3.93,368,85,12,10,22,seven gothic tales,isak dinesen,penguin classics
4.11,352,332,22,12,33,last tales,isak dinesen,vintage
4.06,512,1041,53,10,29,isak dinesen  the life of a storyteller,judith thurman,picador
4.24,462,9298,312,10,35,out of africa   shadows on the grass,isak dinesen,vintage
4.21,516,489,12,4,40,letters from africa  1914 1931,isak dinesen,university of chicago press
3.72,161,4667,703,3,21,witness,karen hesse,scholastic paperbacks
4.13,32,955,195,8,20,the cats in krasinski square,karen hesse,scholastic press
3.82,181,6015,566,2,26,the music of dolphins,karen hesse,scholastic paperbacks
3.59,372,124,17,10,23,verbatim  from the bawdy to the sublime  the best writing on language for word lovers  grammar mavens  and armchair linguists,erin mckean,mariner books
3.85,341,15495,1037,2,17,sisters,danielle steel,delacorte press
4.0,476,7407,297,3,25,the long road home,danielle steel,corgi
3.97,144,243,23,2,50,three plays of euripides  alcestis medea the bacchae,euripides,w w  norton   company
4.05,50,0,0,12,20,leadership challenge,james m  kouzes,pfeiffer   company
3.98,244,2742,104,6,22,the kestrel  westmark   2 ,lloyd alexander,firebird books
3.74,297,59,4,7,18,the god in the moon  age of conan  hyborian adventures  a soldier's quest   1 ,richard a  knaak,ace books
3.78,276,638,39,6,24,firedrake  dragonrealm  1 ,richard a  knaak,backinprint com
3.91,372,1307,22,2,20,night of blood  dragonlance  the minotaur wars   1 ,richard a  knaak,wizards of the coast
3.91,288,43,4,9,18,the eye of charon  age of conan  hyborian adventures  a soldier's quest   2 ,richard a  knaak,ace
3.88,292,167,8,5,24,children of the drake  dragonrealm  origins   2 ,richard a  knaak,backinprint com
3.99,724,10891,230,5,25,sleeping beauty trilogy  sleeping beauty   1 3 ,a n  roquelaure,plume
3.62,233,426,30,6,40,beauty's punishment,a n  roquelaure,plume
3.97,112,400,32,9,21,the land of the dead  tales from the odyssey   2 ,mary pope osborne,little  brown books for young readers
3.88,112,782,84,9,21,the one eyed giant  tales from the odyssey   1 ,mary pope osborne,little  brown books for young readers
4.03,128,466,15,2,17,tsunamis and other natural disasters  magic tree house research guide   15 ,mary pope osborne,random house books for young readers
4.08,112,263,17,7,19,the final battle  tales from the odyssey   6 ,mary pope osborne,little  brown books for young readers
4.05,119,1073,30,6,20,ancient greece and the olympics  magic tree house research guide   10 ,mary pope osborne,random house books for young readers
4.07,128,659,30,4,18,ancient rome and pompeii  magic tree house research guide   14 ,mary pope osborne,random house for young readers
3.94,96,6816,227,6,14,earthquake in the early morning  magic tree house   24 ,mary pope osborne,random house for young readers
4.22,208,12438,264,8,17,selected poems,e e  cummings,liveright
